,action_0,action_1,action_2,cumulative_reward
0,1.0000001e-06,0.7615942,-0.0,1005.4845
1,1.0000003e-06,0.7615948,1.6719913e-07,1005.4845
2,1.0427343e-06,0.76175445,6.945214e-05,1005.4845
3,1.2057857e-06,0.7618678,0.00018032266,1005.4845
4,1.1613001e-06,0.76178724,0.00015325149,1005.4845
5,1.3184812e-06,0.76181185,0.00020057145,1005.4845
6,1.5727145e-06,0.76182693,0.00026194975,1005.4845
7,1.4368346e-06,0.76175374,0.00019854472,1005.4845
8,1.6425856e-06,0.7617414,0.00025865802,1005.4845
9,1.953836e-06,0.7617237,0.00029357785,1005.4845
10,1.7183855e-06,0.7616675,0.00024794805,1005.4845
11,1.8830629e-06,0.7616361,0.00028924484,1005.4845
12,2.1424214e-06,0.7616006,0.0003776295,1005.4845
13,1.8331639e-06,0.7615676,0.00027960053,1005.4845
14,1.9583695e-06,0.76153785,0.00031762125,1005.4845
15,1.5899852e-06,0.76153886,0.0003344283,1005.4845
16,1.4192631e-06,0.7615526,0.00033823538,1005.4845
17,1.733721e-06,0.76157427,0.0004960701,1005.4845
18,1.6341701e-06,0.76164764,0.0004977275,1005.4845
19,1.6177679e-06,0.7617816,0.00050786807,1005.4845
20,2.2284535e-06,0.7622728,0.00069350615,1005.4845
21,2.258895e-06,0.76263326,0.0006430563,1005.4845
22,2.1581125e-06,0.7619814,0.00052425003,1005.4845
23,2.5484965e-06,0.76179266,0.00036265005,1005.4845
24,2.0675652e-06,0.76165193,0.0004642644,1005.4845
25,1.5852303e-06,0.76159555,0.00037843554,1005.4845
26,1.6005015e-06,0.7615786,0.00039320765,1005.4845
27,1.2683696e-06,0.7615855,0.00023963333,1005.4845
28,1.1414852e-06,0.7615973,0.00013846213,1005.4845
29,1.3107925e-06,0.7616224,0.00018122894,1005.4845
30,1.1383282e-06,0.7616336,0.00012444326,1005.4845
31,1.0195449e-06,0.7616176,5.3386517e-05,1005.4845
32,1.0179116e-06,0.76162523,6.152497e-05,1005.4845
33,1.0607711e-06,0.7615204,-0.00012031624,1005.4845
34,1.3561793e-06,0.7613654,-0.00028408115,1005.4845
35,1.3698331e-06,0.76128334,-0.00027793716,1005.4845
36,1.7737558e-06,0.760929,-0.00033122633,1005.4845
37,2.0946782e-06,0.7595203,-0.0004030671,1005.4845
38,1.7395664e-06,0.7609384,-0.00038305347,1005.4845
39,1.9414813e-06,0.7611469,-0.00047158328,1005.4845
40,2.1306903e-06,0.7612722,-0.00054248626,1005.4845
41,1.8229638e-06,0.7614043,-0.00044791316,1005.4845
42,2.2831998e-06,0.76141864,-0.0005465579,1005.4845
43,2.8962593e-06,0.7614195,-0.0006660318,1005.4845
44,2.8162433e-06,0.76143616,-0.00063128094,1005.4845
45,3.6824101e-06,0.76139575,-0.0007866926,1005.4845
46,4.3985247e-06,0.7613447,-0.0009286139,1005.4845
47,3.8160733e-06,0.76132894,-0.0008219522,1005.4845
48,4.2158513e-06,0.76125556,-0.00083399477,1005.4845
49,4.4349586e-06,0.761168,-0.0007661535,1005.4845
50,3.692397e-06,0.761123,-0.0005930902,1005.4845
51,4.4319236e-06,0.7608921,-0.0008857088,1005.4845
52,5.998785e-06,0.7603696,-0.0011659493,1005.4845
53,6.8316576e-06,0.75930476,-0.0012601154,1005.4845
54,7.6210385e-06,0.7588707,-0.0012174968,1005.4845
55,9.844563e-06,0.7599329,-0.00086293306,1005.4845
56,1.0292154e-05,0.7604999,-0.0014155477,1005.4845
57,9.47843e-06,0.7608548,-0.0015208445,1005.4845
58,9.622687e-06,0.7610009,-0.0016049801,1005.4845
59,8.384784e-06,0.7610873,-0.001373931,1005.4845
60,7.5361127e-06,0.76109034,-0.0009189449,1005.4845
61,8.918277e-06,0.7609619,-0.0012225384,1005.4845
62,9.642576e-06,0.76082766,-0.001544623,1005.4845
63,1.0480109e-05,0.76067686,-0.0017683896,1005.4845
64,1.3391762e-05,0.76042056,-0.0019821285,1005.4845
65,1.4668137e-05,0.7602259,-0.0019368287,1005.4845
66,1.52231305e-05,0.76002115,-0.001760783,1005.4845
67,1.7474196e-05,0.7596105,-0.0012391654,1005.4845
68,1.7292907e-05,0.75914115,-0.0017096392,1005.4845
69,1.6255788e-05,0.7583625,-0.001814856,1005.4845
70,1.7120861e-05,0.75568223,-0.0020029598,1005.4845
71,1.5912952e-05,0.7575802,-0.0019262171,1005.4845
72,1.434111e-05,0.75909054,-0.0016993454,1005.4845
73,1.49228235e-05,0.75968134,-0.0016720429,1005.4845
74,1.38757205e-05,0.7601238,-0.0014983292,1005.4845
75,1.2679992e-05,0.7604101,-0.0012442729,1005.4845
76,1.3579865e-05,0.7604973,-0.0013333067,1005.4845
77,1.29108275e-05,0.76059026,-0.0013274436,1005.4845
78,1.2029826e-05,0.7606414,-0.0012367712,1005.4845
79,1.3160961e-05,0.760566,-0.0014201824,1005.4845
80,1.27560415e-05,0.76051825,-0.0014272246,1005.4845
81,1.2164284e-05,0.76044345,-0.0013067778,1005.4845
82,1.3663743e-05,0.76020986,-0.0014168656,1005.4845
83,1.3641002e-05,0.75998634,-0.0013494621,1005.4845
84,1.3410155e-05,0.75968313,-0.0010789353,1005.4845
85,1.536905e-05,0.75902855,-0.001129807,1005.4845
86,1.565975e-05,0.758135,-0.001115751,1005.4845
87,1.5380061e-05,0.7557039,-0.0011425163,1005.4845
88,1.6821992e-05,0.7571871,-0.0013857086,1005.4845
89,1.6096179e-05,0.7586757,-0.0014192131,1005.4845
90,1.5126066e-05,0.75942516,-0.0010885007,1005.4845
91,1.6750775e-05,0.759703,-0.0013901521,1005.4845
92,1.7117547e-05,0.7599143,-0.0017118726,1005.4845
93,1.7650531e-05,0.760011,-0.001996133,1005.4845
94,2.1026266e-05,0.7599131,-0.0022417956,1005.4845
95,2.2554683e-05,0.7598529,-0.0023203408,1005.4845
96,2.3548322e-05,0.7597769,-0.0023311249,1005.4845
97,2.7025913e-05,0.75956386,-0.0021982614,1005.4845
98,2.7632865e-05,0.75941265,-0.001744902,1005.4845
99,2.7121709e-05,0.75923836,-0.001664409,1005.4845
100,2.8987546e-05,0.75884974,-0.0022090597,1005.4845
101,2.7947923e-05,0.7584525,-0.0023064709,1005.4845
102,2.6208267e-05,0.75789195,-0.0021651783,1005.4845
103,2.7252208e-05,0.7566762,-0.0022457263,1005.4845
104,2.589521e-05,0.75405264,-0.0021278234,1005.4845
105,2.4174891e-05,0.755373,-0.0018734019,1005.4845
106,2.530004e-05,0.75714725,-0.0019633481,1005.4845
107,2.4221654e-05,0.75813377,-0.0019229045,1005.4845
108,2.2840451e-05,0.7587632,-0.0017762732,1005.4845
109,2.4250521e-05,0.75902843,-0.0019758937,1005.4845
110,2.3528017e-05,0.75929886,-0.001997708,1005.4845
111,2.253359e-05,0.75948894,-0.0018838712,1005.4845
112,2.4369396e-05,0.75947326,-0.0020544028,1005.4845
113,2.408926e-05,0.759494,-0.0020409138,1005.4845
114,2.351457e-05,0.7594675,-0.0018832415,1005.4845
115,2.583141e-05,0.759238,-0.0020268462,1005.4845
116,2.593296e-05,0.7590336,-0.0019929018,1005.4845
117,2.5665218e-05,0.75875527,-0.0017823902,1005.4845
118,2.83864e-05,0.7581622,-0.0019323851,1005.4845
119,2.8750468e-05,0.7574951,-0.0018790333,1005.4845
120,2.8698043e-05,0.75648755,-0.0015450828,1005.4845
121,3.181413e-05,0.75404996,-0.0016859998,1005.4845
122,3.245069e-05,0.7523744,-0.0016242634,1005.4845
123,3.2640644e-05,0.75556767,-0.0019529639,1005.4845
124,3.619647e-05,0.7565535,-0.001973214,1005.4845
125,3.7090336e-05,0.7572803,-0.0020333086,1005.4845
126,3.744222e-05,0.7577836,-0.0022536314,1005.4845
127,4.12821e-05,0.7579592,-0.0021717781,1005.4845
128,4.2102787e-05,0.7581667,-0.002093024,1005.4845
129,4.2212527e-05,0.7583008,-0.0022522872,1005.4845
130,4.5932888e-05,0.7582023,-0.0020000297,1005.4845
131,4.6399262e-05,0.7581399,-0.0019818149,1005.4845
132,4.6071844e-05,0.75801414,-0.0019653323,1005.4845
133,4.9443504e-05,0.75763243,-0.002338826,1005.4845
134,4.9379418e-05,0.7572609,-0.0025218823,1005.4845
135,4.8483224e-05,0.7567727,-0.0024257274,1005.4845
136,5.1362294e-05,0.7558493,-0.002800622,1005.4845
137,5.0752707e-05,0.7547165,-0.0029056307,1005.4845
138,4.9350125e-05,0.752756,-0.0028027573,1005.4845
139,5.1801006e-05,0.7412299,-0.0030678555,1005.4845
140,5.0835843e-05,0.7527006,-0.003105047,1005.4845
141,4.9164908e-05,0.75477535,-0.0029538493,1005.4845
142,5.1437808e-05,0.7557068,-0.0031342502,1005.4845
143,5.0607363e-05,0.75645626,-0.0031148116,1005.4845
144,4.9377526e-05,0.75698864,-0.0029366587,1005.4845
145,5.2272248e-05,0.75717336,-0.0031197597,1005.4845
146,5.191455e-05,0.7573818,-0.0030956157,1005.4845
147,5.1066774e-05,0.7575006,-0.0028856022,1005.4845
148,5.451036e-05,0.7573455,-0.0030635532,1005.4845
149,5.4739514e-05,0.75721747,-0.0030523536,1005.4845
150,5.4436496e-05,0.75700253,-0.0028539512,1005.4845
151,5.845392e-05,0.756469,-0.003085268,1005.4845
152,5.8997834e-05,0.755919,-0.0030913705,1005.4845
153,5.8928123e-05,0.7551768,-0.0028484184,1005.4845
154,6.339802e-05,0.7537964,-0.0030512258,1005.4845
155,6.433362e-05,0.7518429,-0.00300355,1005.4845
156,6.46512e-05,0.7468124,-0.0026135691,1005.4845
157,6.970348e-05,0.7492163,-0.0028441593,1005.4845
158,7.100523e-05,0.7521692,-0.0028050216,1005.4845
159,7.155969e-05,0.75365704,-0.002432731,1005.4845
