,action_0,action_1,action_2,cumulative_reward
0,-0.00127646,0.0,-0.0,1046.8427
1,-0.07284381,-1.0,3.2295324e-05,1046.8427
2,-0.5591241,0.08953564,0.002002294,1046.8427
3,0.2218769,0.9999989,0.011844196,1046.8427
4,0.84882605,0.96011305,0.03347245,1046.8427
5,-0.9704793,-0.9760989,0.01889002,1046.8427
6,-0.453235,0.33963034,-0.05278931,1046.8427
7,0.72435373,0.51568156,-0.075521305,1046.8427
8,0.53411114,0.92586523,-0.03711848,1046.8427
9,-0.2854247,0.25008383,0.010568912,1046.8427
10,0.5010743,-0.9810477,0.046359267,1046.8427
11,-0.84587044,-1.0,0.061386358,1046.8427
12,-0.18592231,1.0,0.069450535,1046.8427
13,0.99319863,0.99970394,0.119804524,1046.8427
14,0.10185368,0.9663298,0.1500111,1046.8427
15,0.7023256,0.85819525,0.0636449,1046.8427
16,-0.8500138,-0.15625818,-0.0937662,1046.8427
17,0.67750996,-0.97911584,-0.256928,1046.8427
18,-0.9858971,-0.99073595,-0.30167338,1046.8427
19,-0.35850146,-0.6940674,-0.26082432,1046.8427
20,-0.57938623,0.9088907,-0.12062014,1046.8427
21,0.9309341,0.9155755,0.067947894,1046.8427
22,-0.8608802,-0.14994097,0.22077599,1046.8427
23,-0.5189524,-0.9452089,0.25336736,1046.8427
24,0.45410973,0.9956305,0.24336721,1046.8427
25,0.5768757,0.99453324,0.21667343,1046.8427
26,-0.1845682,-0.99942267,0.16153848,1046.8427
27,0.24937572,0.97142047,0.051549803,1046.8427
28,0.28228012,-0.96998465,-0.059382442,1046.8427
29,-0.7291655,0.8448301,-0.1579183,1046.8427
30,0.8147056,0.7886054,-0.20846434,1046.8427
31,-0.9718902,0.8882791,-0.18012503,1046.8427
32,0.009383275,0.32835466,-0.14470199,1046.8427
33,0.31115046,0.80494887,-0.065411285,1046.8427
34,0.27420145,0.9143208,0.032342993,1046.8427
35,0.81707925,0.75849146,0.11388207,1046.8427
36,-0.93853927,-0.40115213,0.14150721,1046.8427
37,-0.24188757,-0.99996513,0.08736621,1046.8427
38,0.2644591,1.0,0.052686915,1046.8427
39,0.9873259,0.99947906,0.062317707,1046.8427
40,-0.087215126,0.95316154,0.05287155,1046.8427
41,0.85072404,0.65941906,-0.051447436,1046.8427
42,-0.987233,-0.9179423,-0.19266914,1046.8427
43,0.54082,-1.0,-0.31691596,1046.8427
44,-0.93836534,-0.9999996,-0.30827498,1046.8427
45,-0.7011739,-0.7647842,-0.22400232,1046.8427
46,0.2635614,1.0,-0.044931952,1046.8427
47,0.988647,0.9857841,0.18466005,1046.8427
48,-0.14831541,0.4386494,0.33776534,1046.8427
49,-0.14857432,-0.6145948,0.3250324,1046.8427
50,-0.03721782,-0.74558777,0.22065958,1046.8427
51,-0.34747076,0.013236475,0.089850485,1046.8427
52,0.77625483,0.88478434,-0.007950995,1046.8427
53,-0.34065214,0.8072969,-0.051405497,1046.8427
54,0.68086463,-0.35701552,-0.09707324,1046.8427
55,-0.983841,-0.9835657,-0.1203227,1046.8427
56,0.77060974,-1.0,-0.12944704,1046.8427
57,-0.94551706,-0.7194124,-0.05690836,1046.8427
58,-0.81372684,-1.0,0.0064463215,1046.8427
59,0.18488616,1.0,0.10587611,1046.8427
60,0.9948816,0.99959177,0.23521534,1046.8427
61,0.11654574,0.9615488,0.30111805,1046.8427
62,0.688069,0.87271506,0.20863764,1046.8427
63,-0.82633615,-0.06490984,0.0027892613,1046.8427
64,0.72282434,-0.9817452,-0.23867783,1046.8427
65,-0.98025525,-0.9908113,-0.3577592,1046.8427
66,0.8910166,-0.6684065,-0.3691156,1046.8427
67,-0.9547001,-0.36721453,-0.24070397,1046.8427
68,-0.78450364,1.0,-0.084057204,1046.8427
69,0.9645999,-1.0,0.10816789,1046.8427
70,-0.65336245,1.0,0.25728992,1046.8427
71,0.010680282,0.8602565,0.30054563,1046.8427
72,0.92474854,-0.68999076,0.28981686,1046.8427
73,-0.9779671,-0.45108292,0.21930158,1046.8427
74,-0.16143543,-0.98612183,0.062915444,1046.8427
75,0.56827396,-1.0,-0.038407173,1046.8427
76,0.47679892,1.0,-0.05761466,1046.8427
77,0.91221726,0.9995885,-0.023751026,1046.8427
78,-0.30656886,0.9941859,-0.021265196,1046.8427
79,0.96001554,0.9775938,-0.08541493,1046.8427
80,-0.39775062,0.8175352,-0.16119286,1046.8427
81,0.79809207,-0.018995736,-0.25804803,1046.8427
82,-0.9952635,-0.8710458,-0.29210648,1046.8427
83,0.2502638,-0.94746083,-0.2516735,1046.8427
84,-0.7091562,-0.6138753,-0.06061627,1046.8427
85,0.605156,0.7770734,0.17873864,1046.8427
86,-0.22081259,0.9441916,0.38888872,1046.8427
87,0.9146592,0.9218748,0.4686997,1046.8427
88,-0.98020005,0.9999997,0.42512637,1046.8427
89,0.851418,0.16343278,0.23540574,1046.8427
90,-0.9263117,-0.02059666,0.02450475,1046.8427
91,-0.41969228,-0.35462913,-0.20316294,1046.8427
92,0.25028944,-0.3548528,-0.3319848,1046.8427
93,0.38423306,-0.443112,-0.35088304,1046.8427
94,0.04033183,-0.7352553,-0.2871465,1046.8427
95,-0.37622187,-0.99937004,-0.17096357,1046.8427
96,-0.32693264,1.0,-0.02571164,1046.8427
97,0.9816035,0.9985694,0.12996773,1046.8427
98,-0.012776572,0.96191704,0.22792624,1046.8427
99,0.85435957,0.8862818,0.1910449,1046.8427
100,-0.50912195,0.49920502,0.06302751,1046.8427
101,0.66896075,-0.65667564,-0.12956727,1046.8427
102,-0.9899126,-0.94807017,-0.25734386,1046.8427
103,0.76606315,-0.8407251,-0.2891209,1046.8427
104,-0.93174607,-0.12219246,-0.17228529,1046.8427
105,0.8819846,0.97415453,-0.008122938,1046.8427
106,-0.9034416,-0.8210807,0.18302917,1046.8427
107,0.83743525,0.99741983,0.26669174,1046.8427
108,-0.9623855,0.9660491,0.2879384,1046.8427
109,0.72810555,-0.53987175,0.1966873,1046.8427
110,-0.80881935,0.75114167,0.07084732,1046.8427
111,-0.14774956,0.24535675,-0.092840515,1046.8427
112,0.6475391,0.109101854,-0.1981664,1046.8427
113,0.39047953,0.33107612,-0.22998814,1046.8427
114,-0.35831484,0.24912162,-0.21755597,1046.8427
115,0.061702654,0.15217586,-0.17108443,1046.8427
116,0.17578581,0.83857995,-0.08835114,1046.8427
117,0.05297756,-0.9461453,0.0079574585,1046.8427
118,-0.6240664,0.118259095,0.08823839,1046.8427
119,0.39889866,0.9715625,0.13978137,1046.8427
120,0.81591487,0.8170865,0.17301211,1046.8427
121,-0.888373,-0.35661867,0.14177252,1046.8427
