,action_0,action_1,cumulative_reward
0,0.09231937,-0.14624487,94.23262
1,0.087739915,-0.2191074,94.23262
2,0.07310373,-0.3665276,94.23262
3,0.048025016,-0.5298964,94.23262
4,0.009272487,-0.67596143,94.23262
5,-0.044476777,-0.7819825,94.23262
6,-0.111697115,-0.8444887,94.23262
7,-0.18850525,-0.8712628,94.23262
8,-0.26997638,-0.8670168,94.23262
9,-0.35125795,-0.82131106,94.23262
10,-0.4278547,-0.68689996,94.23262
11,-0.49482334,-0.33339816,94.23262
12,-0.5443819,0.35050893,94.23262
13,-0.5642821,0.87693214,94.23262
14,-0.5477704,0.9891524,94.23262
15,-0.50079995,0.9992067,94.23262
16,-0.43314126,0.9999313,94.23262
17,-0.35079694,0.9999919,94.23262
18,-0.257472,0.99999875,94.23262
19,-0.15625006,0.9999998,94.23262
20,-0.050165568,1.0,94.23262
21,0.05774668,1.0,94.23262
22,0.16459565,1.0,94.23262
23,0.26781365,1.0,94.23262
24,0.36529815,1.0,94.23262
25,0.45548773,1.0,94.23262
26,0.537373,1.0,94.23262
27,0.6104564,0.9999994,94.23262
28,0.67467844,0.9999972,94.23262
29,0.730327,0.9999828,94.23262
30,0.7779431,0.9998677,94.23262
31,0.8182304,0.99875575,94.23262
32,0.85197175,0.98612815,94.23262
33,0.8798974,0.8322937,94.23262
34,0.9019416,-0.18275315,94.23262
35,0.914127,-0.9495282,94.23262
36,0.9144554,-0.9989511,94.23262
37,0.90573156,-0.9999819,94.23262
38,0.8906842,-0.9999997,94.23262
39,0.8698118,-1.0,94.23262
40,0.84272075,-1.0,94.23262
41,0.8086602,-1.0,94.23262
42,0.766742,-1.0,94.23262
43,0.71608436,-1.0,94.23262
44,0.6559473,-1.0,94.23262
45,0.5858773,-1.0,94.23262
46,0.50585204,-1.0,94.23262
47,0.41640097,-1.0,94.23262
48,0.31866878,-1.0,94.23262
49,0.21439697,-1.0,94.23262
50,0.10581274,-1.0,94.23262
51,-0.0045611197,-1.0,94.23262
52,-0.11413545,-1.0,94.23262
53,-0.22047889,-1.0,94.23262
54,-0.3215,-1.0,94.23262
55,-0.41556165,-1.0,94.23262
56,-0.50152904,-1.0,94.23262
57,-0.5787601,-1.0,94.23262
58,-0.6470543,-1.0,94.23262
59,-0.70657814,-1.0,94.23262
60,-0.75777906,-1.0,94.23262
61,-0.80130017,-1.0,94.23262
62,-0.83790237,-1.0,94.23262
63,-0.868398,-1.0,94.23262
64,-0.8935983,-1.0,94.23262
65,-0.91427666,-1.0,94.23262
66,-0.9311426,-1.0,94.23262
67,-0.94291973,-1.0,94.23262
68,-0.93801486,-1.0,94.23262
69,-0.94175845,-0.99999785,94.23262
70,-0.94052196,-0.999924,94.23262
71,-0.94060576,-0.9979791,94.23262
72,-0.94071096,-0.9519041,94.23262
73,-0.9409044,-0.27699295,94.23262
74,-0.9408557,0.85749453,94.23262
75,-0.9385761,0.99468064,94.23262
76,-0.93073,0.9998682,94.23262
77,-0.91820395,0.99999666,94.23262
78,-0.9011919,1.0,94.23262
79,-0.8792479,1.0,94.23262
80,-0.85162395,1.0,94.23262
81,-0.81741697,1.0,94.23262
82,-0.7756605,1.0,94.23262
83,-0.7254192,1.0,94.23262
84,-0.6659014,1.0,94.23262
85,-0.59659386,1.0,94.23262
86,-0.5174011,1.0,94.23262
87,-0.42876825,1.0,94.23262
88,-0.33175227,1.0,94.23262
89,-0.22801343,1.0,94.23262
90,-0.119714916,1.0,94.23262
91,-0.0093432935,1.0,94.23262
92,0.10051816,1.0,94.23262
93,0.20514965,1.0,94.23262
94,0.30493206,1.0,94.23262
95,0.40074298,1.0,94.23262
96,0.48891443,1.0,94.23262
97,0.5681399,1.0,94.23262
98,0.63812464,1.0,94.23262
99,0.6990754,1.0,94.23262
100,0.7514921,1.0,94.23262
101,0.79605526,1.0,94.23262
102,0.8335511,1.0,94.23262
103,0.8648094,1.0,94.23262
104,0.89065605,1.0,94.23262
105,0.9118773,1.0,94.23262
106,0.9291955,1.0,94.23262
107,0.9426805,1.0,94.23262
108,0.93846756,1.0,94.23262
109,0.94169724,0.9999989,94.23262
110,0.94066536,0.99996394,94.23262
111,0.9408881,0.9990505,94.23262
112,0.9408361,0.97665,94.23262
113,0.9408824,0.56635094,94.23262
114,0.94084275,-0.7292739,94.23262
115,0.9380479,-0.9896366,94.23262
116,0.9302738,-0.9997347,94.23262
117,0.9177419,-0.9999932,94.23262
118,0.9006686,-1.0,94.23262
119,0.8786276,-1.0,94.23262
120,0.850877,-1.0,94.23262
121,0.81651485,-1.0,94.23262
122,0.7745755,-1.0,94.23262
123,0.72412616,-1.0,94.23262
124,0.66438,-1.0,94.23262
125,0.5948318,-1.0,94.23262
126,0.5153988,-1.0,94.23262
127,0.42654037,-1.0,94.23262
128,0.32932892,-1.0,94.23262
129,0.2254398,-1.0,94.23262
130,0.117047995,-1.0,94.23262
131,0.0066462643,-1.0,94.23262
132,-0.103181764,-1.0,94.23262
133,-0.20998901,-1.0,94.23262
134,-0.31164965,-1.0,94.23262
135,-0.40648326,-1.0,94.23262
136,-0.49330753,-1.0,94.23262
137,-0.5714348,-1.0,94.23262
138,-0.64062494,-1.0,94.23262
139,-0.70101213,-1.0,94.23262
140,-0.7530205,-1.0,94.23262
141,-0.79727757,-1.0,94.23262
142,-0.8345358,-1.0,94.23262
143,-0.865605,-1.0,94.23262
144,-0.89129865,-1.0,94.23262
145,-0.9123954,-1.0,94.23262
146,-0.92961216,-1.0,94.23262
147,-0.94282466,-1.0,94.23262
148,-0.93817955,-1.0,94.23262
149,-0.94170314,-0.9999986,94.23262
150,-0.9406147,-0.99995273,94.23262
151,-0.94073504,-0.99874467,94.23262
152,-0.9409114,-0.9700678,94.23262
153,-0.9408529,-0.4696468,94.23262
154,-0.94089067,0.78353083,94.23262
155,-0.939077,0.9912266,94.23262
156,-0.9318685,0.9997774,94.23262
157,-0.91987485,0.99999446,94.23262
158,-0.9034085,1.0,94.23262
159,-0.88207906,1.0,94.23262
160,-0.8551661,1.0,94.23262
161,-0.82178,1.0,94.23262
162,-0.7809578,1.0,94.23262
163,-0.7317551,1.0,94.23262
164,-0.67335695,1.0,94.23262
165,-0.6052103,1.0,94.23262
166,-0.5271641,1.0,94.23262
167,-0.43959528,1.0,94.23262
168,-0.34348702,1.0,94.23262
169,-0.24043237,1.0,94.23262
170,-0.13254377,1.0,94.23262
171,-0.02228154,1.0,94.23262
172,0.08777089,1.0,94.23262
173,0.19512175,1.0,94.23262
174,0.29588586,1.0,94.23262
175,0.39185748,1.0,94.23262
176,0.48035595,1.0,94.23262
177,0.56016403,1.0,94.23262
178,0.6309095,1.0,94.23262
179,0.6927047,1.0,94.23262
180,0.7459745,1.0,94.23262
181,0.79135114,1.0,94.23262
182,0.82959193,1.0,94.23262
183,0.86151266,1.0,94.23262
184,0.8879354,1.0,94.23262
185,0.9096484,1.0,94.23262
186,0.92738074,1.0,94.23262
187,0.94178635,1.0,94.23262
188,0.9381381,1.0,94.23262
189,0.9407618,0.9999995,94.23262
190,0.9400151,0.9999802,94.23262
191,0.94090486,0.9995119,94.23262
192,0.94106764,0.98814714,94.23262
193,0.940824,0.7448475,94.23262
194,0.9409091,-0.5386026,94.23262
195,0.93953013,-0.9774765,94.23262
196,0.9334495,-0.99938625,94.23262
197,0.9223551,-0.9999849,94.23262
198,0.9067638,-0.99999964,94.23262
199,0.8863989,-1.0,94.23262
200,0.8605927,-1.0,94.23262
201,0.8284814,-1.0,94.23262
202,0.7891095,-1.0,94.23262
203,0.74152136,-1.0,94.23262
204,0.68486863,-1.0,94.23262
205,0.6185389,-1.0,94.23262
206,0.5422972,-1.0,94.23262
207,0.45641539,-1.0,94.23262
208,0.3617635,-1.0,94.23262
209,0.25982785,-1.0,94.23262
210,0.15263744,-1.0,94.23262
211,0.042605475,-1.0,94.23262
212,-0.067688785,-1.0,94.23262
213,-0.17572975,-1.0,94.23262
214,-0.2792714,-1.0,94.23262
215,-0.376479,-1.0,94.23262
216,-0.46600676,-1.0,94.23262
217,-0.5470092,-1.0,94.23262
218,-0.6191079,-1.0,94.23262
219,-0.68232435,-1.0,94.23262
220,-0.7369975,-1.0,94.23262
221,-0.78369766,-1.0,94.23262
222,-0.823145,-1.0,94.23262
223,-0.85613686,-1.0,94.23262
