,action_0,action_1,cumulative_reward
0,0.0028582248,1.0,94.76447
1,0.03277974,1.0,94.76447
2,0.105934985,1.0,94.76447
3,0.19522525,1.0,94.76447
4,0.28875816,1.0,94.76447
5,0.38049257,1.0,94.76447
6,0.46703503,1.0,94.76447
7,0.5464529,-1.0,94.76447
8,0.5754815,-1.0,94.76447
9,0.5483982,-1.0,94.76447
10,0.49433407,-1.0,94.76447
11,0.4227637,-1.0,94.76447
12,0.33800122,-1.0,94.76447
13,0.24306278,-1.0,94.76447
14,0.14080814,-1.0,94.76447
15,0.034201767,-1.0,94.76447
16,-0.07376165,-1.0,94.76447
17,-0.18024072,-1.0,94.76447
18,-0.28273553,-1.0,94.76447
19,-0.37922406,-1.0,94.76447
20,-0.46822965,-1.0,94.76447
21,-0.5488243,-1.0,94.76447
22,-0.6205817,-1.0,94.76447
23,-0.6835006,-1.0,94.76447
24,-0.7379129,-1.0,94.76447
25,-0.7843897,-1.0,94.76447
26,-0.8236537,-1.0,94.76447
27,-0.856504,-1.0,94.76447
28,-0.88375646,-1.0,94.76447
29,-0.9061999,1.0,94.76447
30,-0.9149444,1.0,94.76447
31,-0.9100182,1.0,94.76447
32,-0.8978629,1.0,94.76447
33,-0.8798209,1.0,94.76447
34,-0.8557982,1.0,94.76447
35,-0.8251718,1.0,94.76447
36,-0.7870996,1.0,94.76447
37,-0.7406828,1.0,94.76447
38,-0.6850992,1.0,94.76447
39,-0.61974484,1.0,94.76447
40,-0.5443794,1.0,94.76447
41,-0.4592629,1.0,94.76447
42,-0.3652486,1.0,94.76447
43,-0.263807,1.0,94.76447
44,-0.15695676,1.0,94.76447
45,-0.04710969,1.0,94.76447
46,0.06314641,1.0,94.76447
47,0.17128032,1.0,94.76447
48,0.27502212,1.0,94.76447
49,0.37251076,1.0,94.76447
50,0.4623737,1.0,94.76447
51,0.54374194,1.0,94.76447
52,0.61621636,1.0,94.76447
53,0.6798017,1.0,94.76447
54,0.7348245,1.0,94.76447
55,0.7818475,1.0,94.76447
56,0.82158554,1.0,94.76447
57,0.8548346,1.0,94.76447
58,0.8824124,1.0,94.76447
