,action_0,action_1,action_2,action_3,action_4,action_5,cumulative_reward
0,-0.00302391,0.0024250902,-0.009493946,0.7615942,-0.0032607103,0.0071462053,1084.0782
1,-0.0025247636,0.00093813066,-0.079190664,1.0,-0.004520788,0.10143793,1084.0782
2,-0.0035272476,0.0004751233,0.34226185,1.9287499e-22,-0.0043639634,-0.18270303,1084.0782
3,-0.0050663273,0.0016303521,-0.042148177,1.9287499e-22,-0.0035708626,0.018873274,1084.0782
4,-0.0045488826,0.00054203346,-0.068134144,1.0,-0.0038165287,-0.07130496,1084.0782
5,-0.004709603,0.0005603039,0.05718025,1.9287499e-22,-0.0038526258,0.050987236,1084.0782
6,-0.0050122105,0.0008550346,0.0119633665,1.0,-0.0037994822,-0.12905385,1084.0782
7,-0.0047105104,0.00012082186,-0.09004416,0.0127327535,-0.0032994624,0.035353076,1084.0782
8,-0.004286644,-0.0005117361,-0.0068603833,1.0,-0.0029483656,-0.117200926,1084.0782
9,-0.0056741955,0.0019882198,0.09801849,1.9287499e-22,-0.0022250286,-0.007338557,1084.0782
10,-0.005516952,0.002605846,-0.16839954,1.0,-0.0021610623,-0.049744554,1084.0782
11,-0.0039015708,0.0003519632,-0.19452347,1.9287499e-22,-0.0016362539,-0.08450206,1084.0782
12,-0.0024928756,-0.0015302197,-0.14968677,0.9999887,-0.001073597,-0.03973228,1084.0782
13,-0.0035660982,0.0010176251,0.2708643,1.0,-0.0007289094,-0.02958063,1084.0782
14,-0.004406334,0.0035768037,-0.152117,1.9287499e-22,-0.00045800826,-0.043799102,1084.0782
15,-0.0025510397,0.001362347,-0.27350053,1.9287499e-22,-8.71259e-05,-0.042965923,1084.0782
16,-0.0006393038,-0.0012270589,-0.16912429,1.0,0.00020490031,-0.019688778,1084.0782
17,-0.0016570161,0.0010543787,0.28085586,1.9287499e-22,0.00025133608,0.049944907,1084.0782
18,-0.0028142105,0.0032362726,-0.061892934,1.9287499e-22,-2.7656812e-05,0.00558806,1084.0782
