,action_0,action_1,action_2,cumulative_reward
0,0.0015450187,0.75948405,0.0,993.0618
1,-0.25878134,0.64347816,-0.00042824537,993.0618
2,0.8040156,0.8940605,0.0061594774,993.0618
3,-0.95577914,0.74429345,0.0118065225,993.0618
4,-0.07817191,0.8872302,-0.029699655,993.0618
5,0.30422106,0.7062456,-0.04077796,993.0618
6,0.22059752,0.6089539,-0.021715365,993.0618
7,0.21302992,0.674206,0.011518034,993.0618
8,0.11371501,0.8504621,0.043809928,993.0618
9,-0.3697156,0.7219767,0.04598116,993.0618
10,0.89418715,0.90763855,0.031909928,993.0618
11,-0.9695759,0.65363234,0.015074887,993.0618
12,-0.21442361,0.9821798,-0.05127058,993.0618
13,0.4395139,0.855341,-0.07307084,993.0618
14,0.32561362,0.7161479,-0.05350103,993.0618
15,-0.37238604,0.62550294,-0.018420499,993.0618
16,0.2262956,0.6938413,0.0024095715,993.0618
17,-0.2626705,0.62350863,0.008185531,993.0618
18,0.028950265,0.5877834,0.0038911633,993.0618
19,0.21395513,0.5990321,0.010230444,993.0618
20,-0.19433646,0.6257188,0.0259533,993.0618
21,0.46394977,0.7498603,0.033313792,993.0618
22,-0.8640733,0.61574167,0.032830585,993.0618
23,0.50425875,0.80583507,0.0075355205,993.0618
24,0.41935045,0.70392036,0.010304752,993.0618
25,-0.68659,0.5937692,0.023612611,993.0618
26,0.49491653,0.9239345,0.017665569,993.0618
27,0.31742722,0.8167723,0.016066521,993.0618
28,-0.22034809,0.732165,0.005653492,993.0618
29,0.58002794,0.86248654,-0.011404358,993.0618
30,-0.91113055,0.7247704,-0.028034972,993.0618
31,0.24464397,0.9034513,-0.063317984,993.0618
32,0.26754418,0.749867,-0.05817246,993.0618
33,0.11034523,0.7101591,-0.025033575,993.0618
34,0.64254665,0.9580275,0.0161223,993.0618
35,-0.91080534,0.87333935,0.03373604,993.0618
36,0.336766,0.94202346,0.0048767943,993.0618
37,0.22426236,0.7036508,-0.00564413,993.0618
38,0.11870457,0.6370766,-0.0039108517,993.0618
39,0.62220126,0.92373097,0.0040760892,993.0618
40,-0.5676452,0.9915218,-0.0018763654,993.0618
41,-0.32006252,0.8521751,-0.048526935,993.0618
42,0.18654065,0.66692513,-0.075947575,993.0618
43,0.41887215,0.63740313,-0.06401656,993.0618
44,0.31076032,0.6822904,-0.025557594,993.0618
