,action_0,action_1,action_2,action_3,action_4,action_5,cumulative_reward
0,0.0,-0.0034765506,0.0042000636,-0.0017882821,0.0011434918,0.003650448,1048.9719
1,-0.0017570549,0.31891203,0.53345203,-0.0021294663,0.3892083,0.1035204,1048.9719
2,-0.0051738704,0.5055773,0.36148906,0.0018148142,0.34859517,-0.20990694,1048.9719
3,-0.0076749967,-0.12477703,0.24149452,0.008428058,0.49771947,0.09221645,1048.9719
4,-0.009229852,0.22215514,0.09585258,0.013341948,0.22609289,-0.13681908,1048.9719
5,-0.010392124,-0.14270116,0.06553408,0.018400026,0.28681216,0.10767148,1048.9719
6,-0.011355032,0.097186595,0.09502764,0.02204524,0.089150384,-0.12843782,1048.9719
7,-0.012168764,-0.065958746,0.06735923,0.025542999,0.12905887,0.08778513,1048.9719
8,-0.01276065,0.040347837,0.017110834,0.028414305,0.034566686,-0.1414644,1048.9719
9,-0.013112961,-0.064356074,0.024543334,0.030981736,0.036192197,0.091311686,1048.9719
10,-0.013177429,0.027917663,0.010800126,0.03280176,-0.04366078,-0.12773283,1048.9719
11,-0.013003227,-0.045599315,-0.017682897,0.03441027,-0.028016912,-0.017654136,1048.9719
12,-0.012656618,-0.0064036604,-0.020410292,0.035511356,-0.065265074,-0.0414369,1048.9719
13,-0.012213094,-0.033161066,-0.04351273,0.036169283,-0.055920124,-0.024615677,1048.9719
14,-0.01172711,-0.023443764,-0.055110995,0.03627655,-0.06523953,-0.007381932,1048.9719
15,-0.011234613,-0.030839732,-0.07540733,0.035811305,-0.062473375,-0.0014351746,1048.9719
16,-0.010760341,-0.03104533,-0.09403053,0.034747127,-0.06422278,0.021304911,1048.9719
17,-0.010328298,-0.035008915,-0.11336045,0.03305468,-0.062838905,-0.029014656,1048.9719
18,-0.009966918,-0.035301387,-0.13030308,0.030698748,-0.060540844,-0.0049611223,1048.9719
19,-0.009708371,-0.03496503,-0.14264835,0.02767015,-0.053769797,-0.03529338,1048.9719
20,-0.009580714,-0.030267699,-0.14675167,0.023988375,-0.04335519,-0.030193686,1048.9719
21,-0.009598635,-0.023218583,-0.14222059,0.019738073,-0.02786035,-0.028373271,1048.9719
22,-0.009759165,-0.012796125,-0.12710091,0.0150403455,-0.008598171,-0.02541227,1048.9719
23,-0.010040852,-0.00028316307,-0.10184898,0.010063833,0.013522838,-0.031019952,1048.9719
24,-0.010416688,0.014568173,-0.046637904,0.00500566,0.047074486,-0.023289284,1048.9719
25,-0.010985964,0.044881076,0.042191617,0.00016978015,0.08841054,-0.029145962,1048.9719
26,-0.011633468,0.076340325,0.08082623,-0.0038740789,0.10589362,0.0017319153,1048.9719
27,-0.012128348,0.053257123,0.11112566,-0.0061283447,0.124818854,0.013605351,1048.9719
28,-0.012453794,0.06083748,0.14864078,-0.006602924,0.110118285,0.0574834,1048.9719
29,-0.012621644,0.048792955,0.1684623,-0.0053740162,0.096659474,0.007463257,1048.9719
30,-0.012645844,0.039662957,0.17460808,-0.0026048694,0.071628675,0.039004315,1048.9719
31,-0.012541852,0.02231931,0.16241229,0.0014850929,0.043117274,0.0046351138,1048.9719
32,-0.012329744,0.007895109,0.13576348,0.0063638445,0.009005806,0.021973798,1048.9719
33,-0.012036625,0.0030654073,0.09665385,0.010755605,-0.022550851,-0.000148125,1048.9719
34,-0.011696699,-0.016226863,0.053447146,0.014615031,-0.043344375,-0.0022884563,1048.9719
35,-0.011343504,-0.025564976,0.015192841,0.017857717,-0.06585929,-0.0062088277,1048.9719
36,-0.011011355,-0.035168085,-0.020499075,0.020359414,-0.0803626,-0.0054825665,1048.9719
37,-0.010731969,-0.04075237,-0.049579814,0.022062823,-0.088098995,-0.0061322874,1048.9719
38,-0.010529746,-0.042747978,-0.07130649,0.022947997,-0.08751774,-0.0013440539,1048.9719
39,-0.010418395,-0.041570544,-0.08486334,0.02306005,-0.078619525,-0.019089092,1048.9719
40,-0.010399211,-0.03620972,-0.09077821,0.022467263,-0.062317684,-0.07640005,1048.9719
41,-0.010461935,-0.030882176,-0.09189724,0.021305965,-0.039199337,-0.028262729,1048.9719
42,-0.01058737,-0.024887046,-0.08625033,0.019695504,-0.013879457,-0.08090284,1048.9719
43,-0.01074954,-0.015873928,-0.07535962,0.017721567,0.010005031,-0.06891184,1048.9719
44,-0.01092007,-0.006878827,-0.061799895,0.0154904295,0.03209054,-0.06905568,1048.9719
45,-0.011072652,0.0021593424,-0.0443383,0.013098071,0.050007075,-0.015036863,1048.9719
46,-0.011182816,0.011714633,-0.022917546,0.010632062,0.06262882,-0.006458699,1048.9719
47,-0.011228916,0.020348541,0.00014653897,0.008196133,0.069891565,-0.0001280606,1048.9719
48,-0.011195429,0.028879307,0.02102676,0.0058591985,0.07130479,0.036846574,1048.9719
49,-0.011079068,0.03539255,0.038687784,0.0036642542,0.0680207,0.028192954,1048.9719
50,-0.010889775,0.037262317,0.052144572,0.0017709879,0.060565624,0.032499146,1048.9719
51,-0.010648942,0.026479442,0.060404193,0.0008232592,0.047744658,0.033948153,1048.9719
52,-0.010386788,0.019287962,0.06297754,0.00087623164,0.02464128,0.02576666,1048.9719
53,-0.010139658,0.008020848,0.0565471,0.0017251614,0.0007174889,0.022738254,1048.9719
54,-0.00994179,-0.003128617,0.044646453,0.0031708863,-0.02338527,0.011610196,1048.9719
55,-0.009818713,-0.013793904,0.028863559,0.004994192,-0.04455626,0.0067208693,1048.9719
56,-0.009784853,-0.013754052,0.011537155,0.0065034144,-0.06037837,-0.0024689084,1048.9719
57,-0.009844519,-0.016424356,-0.0044295737,0.0074085514,-0.06310202,0.0010763776,1048.9719
58,-0.009991061,-0.01673769,-0.012687725,0.007849557,-0.058717668,0.0034452542,1048.9719
59,-0.010210225,-0.01281694,-0.013545068,0.007889269,-0.047916684,0.008359507,1048.9719
60,-0.010483988,-0.0071467725,-0.008118399,0.0076268595,-0.030136613,-0.0052910103,1048.9719
61,-0.010791274,-0.0007440929,0.0019108627,0.007196193,-0.0073629245,-0.046652902,1048.9719
62,-0.01110833,0.005293227,0.012878547,0.0067171687,0.017412674,-0.01158871,1048.9719
63,-0.011410928,0.010857908,0.024788944,0.0062554027,0.040485155,-0.08772555,1048.9719
64,-0.011674836,0.015955359,0.03511196,0.0058689266,0.059272006,-0.051312204,1048.9719
65,-0.011877437,0.020325845,0.043581817,0.0055623995,0.07262076,-0.009156657,1048.9719
66,-0.011998403,0.022084026,0.05342119,0.005361343,0.07975842,-0.018279305,1048.9719
67,-0.01201725,0.026396157,0.06225558,0.00525246,0.07943546,-0.009302987,1048.9719
68,-0.011919205,0.028279845,0.06680086,0.0052372394,0.075500675,0.020821374,1048.9719
69,-0.011699968,0.024228966,0.069172546,0.005484969,0.06719885,0.021724125,1048.9719
70,-0.011365905,0.015219183,0.06891723,0.0064395075,0.051422697,0.02145986,1048.9719
71,-0.010935573,0.010099702,0.06219549,0.007907344,0.028506884,0.01658585,1048.9719
72,-0.010440497,0.0015677426,0.047424078,0.0096440315,0.005605258,0.013848599,1048.9719
73,-0.009918773,-0.0017333308,0.028694054,0.011163769,-0.017680077,0.0035803712,1048.9719
74,-0.009408224,-0.00720769,0.008114592,0.0121857915,-0.035615787,0.005115347,1048.9719
75,-0.00893983,-0.011949916,-0.010048886,0.012701523,-0.050399322,0.00011027233,1048.9719
76,-0.008536437,-0.014696566,-0.025264157,0.012685734,-0.06117265,-0.0031404095,1048.9719
77,-0.008214667,-0.016164446,-0.037089717,0.012148804,-0.06624309,0.0020787683,1048.9719
78,-0.007986391,-0.015628254,-0.04395278,0.011128292,-0.06517185,0.007983381,1048.9719
79,-0.007858205,-0.012794334,-0.044927917,0.009689059,-0.057648737,0.010327313,1048.9719
80,-0.0078299735,-0.0074205743,-0.0400278,0.00791951,-0.043888345,-0.015128934,1048.9719
81,-0.007893749,-0.002176449,-0.030496253,0.006036094,-0.024472013,-0.029253079,1048.9719
82,-0.008033364,-0.0034034774,-0.017559106,0.0046104873,-0.002518086,-0.057631128,1048.9719
83,-0.008224841,0.00033517182,-0.0033437184,0.0037228789,0.015077317,-0.030426253,1048.9719
84,-0.008439847,-0.0034708339,0.009368792,0.00367999,0.03187242,-0.05324249,1048.9719
85,-0.008645448,-0.0033958347,0.021337368,0.004492421,0.041339833,-0.03974767,1048.9719
86,-0.0088066645,0.0010220887,0.029029464,0.005705884,0.047974437,-0.06194204,1048.9719
87,-0.0088892495,0.001201182,0.03362933,0.0071344385,0.054376263,-0.012150883,1048.9719
88,-0.008859983,0.00311808,0.038683705,0.008698016,0.055185314,-0.02078362,1048.9719
89,-0.008691477,0.008351109,0.041726355,0.0100615,0.05135726,0.024678197,1048.9719
90,-0.00836882,0.0076392377,0.04146665,0.011281399,0.04502463,0.00163707,1048.9719
91,-0.007894873,0.008660816,0.037635744,0.012318905,0.03163269,0.019826105,1048.9719
92,-0.007294114,0.0073512658,0.027063169,0.013104852,0.015471051,0.011472846,1048.9719
93,-0.0066105383,0.0031816105,0.011919956,0.013581816,-0.0022206346,0.017705668,1048.9719
94,-0.005897774,-0.002053325,-0.0059005595,0.013664365,-0.020696387,0.010804298,1048.9719
95,-0.0052096844,-0.00769598,-0.02452515,0.013276745,-0.03828323,0.017135039,1048.9719
96,-0.0045930385,-0.013441269,-0.042221718,0.012412347,-0.053821176,0.010821961,1048.9719
97,-0.004084603,-0.025086142,-0.05756887,0.011574401,-0.06649529,0.014080516,1048.9719
98,-0.0037110916,-0.029228041,-0.06971682,0.010787072,-0.07875542,-0.06347847,1048.9719
99,-0.003491412,-0.033334635,-0.08187449,0.009984705,-0.08204784,-0.037432574,1048.9719
100,-0.003433884,-0.034501687,-0.08837732,0.00913249,-0.076935306,-0.06116645,1048.9719
101,-0.00352964,-0.03360203,-0.08566093,0.008264959,-0.06357073,-0.050734285,1048.9719
102,-0.0037474297,-0.029670125,-0.0741465,0.007458379,-0.04478462,-0.05325211,1048.9719
103,-0.0040386003,-0.021360194,-0.056476053,0.0067743175,-0.023170102,-0.042882495,1048.9719
104,-0.004347449,-0.013209565,-0.035752654,0.006322735,0.00038457668,-0.03913732,1048.9719
105,-0.00462096,-0.0048236838,-0.013760835,0.006194433,0.022420008,-0.028332956,1048.9719
106,-0.0048154253,0.001246081,0.0066913418,0.0064508365,0.041167606,-0.021505699,1048.9719
107,-0.0048994236,0.00505534,0.023315698,0.0071095964,0.053772993,-0.012550483,1048.9719
108,-0.004854843,0.006159742,0.033407968,0.008127068,0.05842741,-0.0073757684,1048.9719
109,-0.0046776305,0.0047129863,0.03497586,0.009410962,0.054247905,-0.004783363,1048.9719
110,-0.0043784278,0.0010981553,0.027004436,0.010786125,0.04184876,0.00010693073,1048.9719
111,-0.0039823507,0.0006525366,0.010277814,0.011786326,0.023534985,-0.006897138,1048.9719
112,-0.0035267244,-0.007801973,-0.012250104,0.012362887,0.0053825155,-0.0057149576,1048.9719
113,-0.0030541965,-0.01232981,-0.03452174,0.0124005135,-0.016352156,0.025251068,1048.9719
114,-0.002608411,-0.017945053,-0.05465155,0.011828108,-0.03560127,0.0004710032,1048.9719
115,-0.0022285292,-0.019769765,-0.070451595,0.010641529,-0.05210633,0.009361534,1048.9719
116,-0.0019476686,-0.027102502,-0.081657864,0.009292401,-0.062462945,-0.002566237,1048.9719
117,-0.0017914764,-0.027182454,-0.0860447,0.007879867,-0.0707862,0.010672615,1048.9719
118,-0.0017770148,-0.028079659,-0.08572565,0.0064545264,-0.07054892,-0.0031302015,1048.9719
119,-0.0019075488,-0.04289407,-0.07953951,0.0052492847,-0.058642495,0.01633075,1048.9719
120,-0.0021684219,-0.01436961,-0.06370837,0.004667019,-0.06465179,-0.048371673,1048.9719
121,-0.0025496741,0.020468421,-0.056668043,0.0046921493,-0.064113185,-0.03394967,1048.9719
122,-0.0030417354,0.028190905,-0.053553283,0.004820599,-0.043425348,-0.05162162,1048.9719
123,-0.0036149898,0.01000926,-0.042806547,0.0049636983,-0.011883123,-0.027252644,1048.9719
124,-0.004216393,-0.0034137238,-0.023944477,0.0051139244,0.013790008,-0.03240025,1048.9719
125,-0.0047909357,0.00087222806,-0.0051007345,0.005402527,0.028992046,-0.014022438,1048.9719
126,-0.005301054,0.014394296,0.007719494,0.0056916634,0.04037435,-0.02159635,1048.9719
127,-0.005727609,0.010195009,0.015858918,0.0058520497,0.058054447,-0.0105440635,1048.9719
128,-0.0060561243,0.009843523,0.02595863,0.005890909,0.06625106,-0.005506988,1048.9719
129,-0.006276859,0.016103843,0.033123385,0.005874279,0.064353734,-0.0028282923,1048.9719
130,-0.0063944464,0.016270932,0.03357542,0.005784212,0.059547216,-0.00071446574,1048.9719
131,-0.0064238845,0.016363857,0.03021198,0.005628372,0.048847098,0.063421935,1048.9719
132,-0.006388969,0.0046405266,0.024622269,0.00585036,0.0351005,0.008945554,1048.9719
133,-0.006318109,0.0015875517,0.016271865,0.006346279,0.013033439,0.039368324,1048.9719
134,-0.006245841,-0.0073887054,0.0018835444,0.006959085,-0.005449554,0.012548818,1048.9719
135,-0.0062073804,-0.012887868,-0.011992257,0.0075255684,-0.023828812,0.020315211,1048.9719
136,-0.0062318775,-0.012889976,-0.025372168,0.00769102,-0.03798873,0.009396118,1048.9719
137,-0.0063401405,-0.013156402,-0.035751697,0.0072838077,-0.044139147,0.011456191,1048.9719
138,-0.006542135,-0.011638323,-0.040053148,0.0063803224,-0.044723053,0.007680143,1048.9719
139,-0.0068391166,-0.007366352,-0.03804633,0.005044262,-0.039905917,0.016976237,1048.9719
140,-0.007226192,-0.002190378,-0.029869903,0.0033831534,-0.029213578,0.019037286,1048.9719
141,-0.0076930225,-0.0018883548,-0.0154624,0.001897054,-0.014265381,0.025032034,1048.9719
142,-0.008223553,0.00088892115,0.0030297397,0.00087373727,-0.00062302494,0.03738333,1048.9719
143,-0.00879877,0.0042875106,0.020977164,0.00033246016,0.0132795265,0.04302799,1048.9719
144,-0.009398293,0.00758712,0.036694337,0.00028508305,0.02712162,-0.009147194,1048.9719
145,-0.010001155,0.010249129,0.04730772,0.000715319,0.040232405,0.014148925,1048.9719
146,-0.010587622,0.01028674,0.053477593,0.0015836032,0.052009836,0.00095354184,1048.9719
147,-0.01113847,0.012912278,0.057194732,0.002667765,0.06036891,0.011848432,1048.9719
148,-0.011633637,0.015306734,0.058226436,0.0036903524,0.06775116,0.0029374652,1048.9719
149,-0.012053066,0.014622996,0.05864601,0.0047044666,0.07275434,0.00774231,1048.9719
150,-0.0123788435,0.015838906,0.058847427,0.0056878664,0.07251629,0.0022866088,1048.9719
151,-0.012599831,0.015845852,0.057425067,0.0066199526,0.06919851,0.04944798,1048.9719
152,-0.012713418,0.016114531,0.05644767,0.007472333,0.06259845,0.016095009,1048.9719
153,-0.01272437,0.015128552,0.054595813,0.008243981,0.05387558,0.03414072,1048.9719
154,-0.012643872,0.014125107,0.05058332,0.008910141,0.043070495,0.022681398,1048.9719
155,-0.0124902055,0.012307812,0.044779494,0.009428841,0.031084558,0.02333444,1048.9719
156,-0.012286125,0.009673212,0.03750903,0.009774383,0.018168395,0.020012803,1048.9719
157,-0.012056832,0.0075880243,0.029358018,0.009902202,0.0048509566,0.01910938,1048.9719
158,-0.011827839,0.005212546,0.020860434,0.009784616,-0.007110571,0.012135237,1048.9719
159,-0.011622625,0.0035249887,0.01303986,0.009404701,-0.01692217,0.020020407,1048.9719
160,-0.0114607485,0.0019695025,0.0067352685,0.008769552,-0.02335762,0.012016731,1048.9719
161,-0.0113566285,0.0027961805,0.0026322324,0.007879557,-0.026146222,0.020273976,1048.9719
162,-0.011319307,0.003503828,0.00120477,0.006778801,-0.023737608,0.019588972,1048.9719
163,-0.011351761,0.0062500453,0.0037515718,0.005514545,-0.0173802,0.02800861,1048.9719
164,-0.011450611,0.0047146124,0.010077203,0.004412602,-0.0069306265,0.032290507,1048.9719
165,-0.011606028,0.003396898,0.020028343,0.0038656013,0.0026693037,-0.025374819,1048.9719
166,-0.011803717,0.00509886,0.028079316,0.003822718,0.012242125,-0.0017460493,1048.9719
167,-0.012026943,0.0033724199,0.034346126,0.0042417296,0.023881948,-0.0203699,1048.9719
168,-0.012253448,0.0046492047,0.041438162,0.0050331107,0.033170167,-0.0078254845,1048.9719
169,-0.012454361,0.004786995,0.04697053,0.00614801,0.041683294,-0.014030393,1048.9719
170,-0.012597917,0.0092313755,0.051025804,0.0073135,0.04755456,-0.013050132,1048.9719
171,-0.012654959,0.010517681,0.05279724,0.008405353,0.05334488,-0.009792894,1048.9719
172,-0.0126029,0.013064109,0.054276943,0.009442582,0.055198595,-0.014603762,1048.9719
173,-0.0124290055,0.012810891,0.05416314,0.010445203,0.054275926,-0.012934877,1048.9719
174,-0.012130748,0.013548126,0.052402813,0.011376802,0.048746236,-0.015728705,1048.9719
175,-0.011715264,0.013002491,0.047676023,0.012197024,0.040569067,-0.02146124,1048.9719
176,-0.011196936,0.010103575,0.040102534,0.012889023,0.029771479,0.041870832,1048.9719
177,-0.010595183,0.007819574,0.03155908,0.013379877,0.015722582,-0.007954319,1048.9719
178,-0.009933374,0.0044411053,0.019745547,0.013629186,0.00050250435,0.023881134,1048.9719
179,-0.00924051,0.0010555906,0.0050470773,0.0135769,-0.014882174,0.004988715,1048.9719
180,-0.008551872,-0.003363723,-0.009834619,0.013175615,-0.028826764,0.01337348,1048.9719
181,-0.007903748,-0.0065397676,-0.022905868,0.012418975,-0.0407856,0.011030113,1048.9719
182,-0.0073288465,-0.016614832,-0.032980736,0.011787219,-0.049179263,-0.053904574,1048.9719
183,-0.006851047,-0.018952629,-0.041737642,0.011308601,-0.058029417,-0.03563139,1048.9719
184,-0.0064860196,-0.024368033,-0.05040738,0.010929599,-0.05935302,-0.055701945,1048.9719
185,-0.0062359716,-0.025974894,-0.053887233,0.01061362,-0.056765534,-0.05034207,1048.9719
186,-0.0060860617,-0.026355278,-0.05303945,0.010360013,-0.049011037,-0.055141598,1048.9719
187,-0.006007627,-0.024664449,-0.047825996,0.010197592,-0.038164202,-0.05472904,1048.9719
188,-0.0059648263,-0.020555153,-0.039504565,0.010150416,-0.025395898,-0.051724005,1048.9719
189,-0.005921959,-0.01625781,-0.029066509,0.010262496,-0.011224638,-0.048932876,1048.9719
190,-0.005847189,-0.011995711,-0.01754155,0.010573022,0.0023038792,-0.043452017,1048.9719
191,-0.005714401,-0.008295143,-0.006930323,0.011097031,0.0135833705,-0.038526308,1048.9719
192,-0.0055043865,-0.006036308,0.00068530435,0.011827599,0.021173216,-0.03300399,1048.9719
193,-0.0052058925,-0.0044106925,0.0035977988,0.012674688,0.023741495,-0.028796436,1048.9719
194,-0.004816988,-0.0010117064,0.00072554854,0.013246107,0.021635996,-0.023475906,1048.9719
195,-0.004346102,-0.0030765955,-0.0073595843,0.013511339,0.016640715,-0.024703193,1048.9719
196,-0.003811637,-0.0026403456,-0.018517844,0.013395046,0.0057356544,-0.02455938,1048.9719
197,-0.0032421858,-0.010570241,-0.032808427,0.013101996,-0.006057739,-0.024384845,1048.9719
198,-0.0026720918,-0.019148635,-0.046973027,0.01288541,-0.022794707,-0.026454624,1048.9719
199,-0.0021376838,-0.024962097,-0.06190447,0.012612011,-0.04070261,-0.032181278,1048.9719
200,-0.001672609,-0.030615665,-0.07602821,0.012190981,-0.055255707,-0.03777941,1048.9719
201,-0.0013017145,-0.033718027,-0.08620125,0.0115797585,-0.066127665,0.014558806,1048.9719
202,-0.0010372915,-0.056675278,-0.090551846,0.010736428,-0.06119958,-0.023429582,1048.9719
203,-0.00087100547,-0.02613878,-0.08362327,0.009747803,-0.077043794,0.013011966,1048.9719
204,-0.0008022223,0.021651965,-0.08315743,0.008898593,-0.0900337,-0.055078592,1048.9719
205,-0.0008473107,0.031572197,-0.08747709,0.008193138,-0.07902197,-0.047824904,1048.9719
206,-0.0010083253,0.007739232,-0.08419951,0.0074850996,-0.053443525,-0.04675933,1048.9719
207,-0.0012639003,-0.009449603,-0.06947763,0.0067050555,-0.033089638,-0.033889916,1048.9719
208,-0.0015843137,-0.0063429894,-0.052709896,0.0062198476,-0.022634335,-0.030005356,1048.9719
209,-0.0019479602,0.0016040828,-0.041275945,0.006433543,-0.015325253,-0.030480867,1048.9719
