,action_0,action_1,action_2,action_3,action_4,action_5,cumulative_reward
0,0.0010488466,0.09966799,0.0010133784,0.0,0.0,0.0029739323,1087.1189
1,0.0011145797,0.09966799,0.08523685,-0.010592825,-0.07844267,0.2688035,1087.1189
2,0.0010089971,0.09966799,-0.16311774,-0.03591659,-0.15064438,0.25464723,1087.1189
3,0.0010062733,0.09966799,0.07241654,-0.049672622,-0.19800736,0.11626558,1087.1189
4,0.0011293765,0.09966799,-0.12116882,-0.043380577,-0.20296672,0.039945297,1087.1189
5,0.0010488367,0.09966799,0.07711248,-0.02458336,-0.16053115,-0.0051292027,1087.1189
6,0.0010135504,0.09966799,-0.13302092,-0.0057165436,-0.08153018,-0.029061234,1087.1189
7,0.0010002947,0.09966799,0.10179568,0.0046654083,0.010064093,-0.03578506,1087.1189
8,0.0010367095,0.09966799,-0.16423947,0.0051794965,0.08804377,-0.011896393,1087.1189
9,0.0010011487,0.09966799,0.01883824,-0.0015441092,0.1368792,0.03634097,1087.1189
10,0.0010066946,0.09966799,-0.087426335,-0.011533948,0.1562857,0.09334325,1087.1189
11,0.0010010953,0.09966799,-0.030596124,-0.021429546,0.1572273,0.14715597,1087.1189
12,0.0010119678,0.09966799,-0.06070289,-0.028984493,0.15446627,0.19270514,1087.1189
13,0.0010163044,0.09966799,-0.0013369833,-0.033146083,0.15940294,0.22984879,1087.1189
14,0.0010030457,0.09966799,-0.013589729,-0.03342047,0.17531563,0.2595179,1087.1189
15,0.0010009994,0.09966799,0.04801087,-0.029093662,0.19722003,0.27854645,1087.1189
16,0.0010005756,0.09966799,-0.008499208,-0.018649131,0.2156752,0.28686878,1087.1189
17,0.0010031854,0.09966799,0.07921973,-0.00119737,0.22160794,0.27773035,1087.1189
18,0.0010009551,0.09966799,0.026127934,0.022952035,0.2097014,0.2467207,1087.1189
19,0.0010090566,0.09966799,0.058311764,0.051606815,0.17956114,0.1814879,1087.1189
20,0.0010058164,0.09966799,-0.03690629,0.08160018,0.1351286,0.08885115,1087.1189
