,action_0,action_1,action_2,cumulative_reward
0,0.0006733771,0.7615925,-0.0,1022.0685
1,-0.0037557525,0.76159436,0.050950285,1022.0685
2,-0.0017332832,0.76159054,0.25539577,1022.0685
3,-0.00073081424,0.7615942,0.19584921,1022.0685
4,-0.013828848,0.7615944,-0.0018703729,1022.0685
5,-0.0021502795,0.76158756,-0.07444156,1022.0685
6,-0.0062865717,0.76159126,0.02415519,1022.0685
7,0.0005343407,0.7615944,0.10187065,1022.0685
8,-0.0008559036,0.76159334,0.26737213,1022.0685
9,-0.00022091005,0.7615944,0.21451844,1022.0685
10,-0.000702428,0.7615944,0.01789245,1022.0685
11,-0.00077642803,0.761594,-0.09604811,1022.0685
12,-0.000278755,0.7615944,-0.12258745,1022.0685
13,-4.4647484e-05,0.7615945,-0.10718545,1022.0685
14,-9.5907344e-05,0.7615944,-0.09862887,1022.0685
15,-0.00013003436,0.7615944,-0.10419949,1022.0685
16,-3.058649e-05,0.7615945,-0.08717467,1022.0685
17,-0.0026797217,0.7615932,-0.09224425,1022.0685
18,-0.0036886295,0.7615914,-0.12575153,1022.0685
19,-0.0015383072,0.76159406,-0.041010126,1022.0685
20,0.0019394978,0.76159436,0.0065469933,1022.0685
21,-0.0012706033,0.76159257,-0.1955649,1022.0685
22,-0.0034586715,0.76159227,-0.06473583,1022.0685
23,-0.0017364927,0.761594,-0.010836941,1022.0685
24,0.0007013585,0.7615944,0.0068149287,1022.0685
25,-0.001813074,0.76159155,-0.21949285,1022.0685
26,-0.003678214,0.7615927,-0.08078648,1022.0685
27,-0.0010018296,0.76159436,-0.037641995,1022.0685
28,-0.0018211732,0.76159286,-0.10913788,1022.0685
29,-0.0049715214,0.7615914,-0.049987525,1022.0685
30,-0.0011457959,0.76159436,0.028224353,1022.0685
31,-0.001536978,0.7615939,0.022932936,1022.0685
32,-0.001768689,0.7615932,0.0062814928,1022.0685
33,-7.331506e-05,0.7615945,0.07242539,1022.0685
34,-0.001763313,0.7615939,-0.004892996,1022.0685
35,-0.002124019,0.76159286,-0.03723917,1022.0685
36,-0.0006340031,0.7615943,0.03468278,1022.0685
37,-0.001956228,0.76159334,0.0063665304,1022.0685
38,-0.0030328126,0.76159257,0.0086205555,1022.0685
39,-0.00021096993,0.7615944,0.097031884,1022.0685
