,action_0,action_1,action_2,action_3,action_4,action_5,cumulative_reward
0,0.0,0.0,0.002940244,0.0027125191,0.03176687,0.007899895,1074.5629
1,-0.0001861503,-0.07843541,-0.028370492,0.0015150624,0.508102,-0.019237606,1074.5629
2,-0.0023640664,-0.15047628,-0.03511954,-0.0004050323,0.3817619,0.09437119,1074.5629
3,-0.005085551,-0.19716558,-0.11152939,0.0011104534,0.21626362,0.056113336,1074.5629
4,-0.0060350024,-0.20029671,-0.21206896,0.00074781186,0.3685754,-0.22482064,1074.5629
5,-0.007969419,-0.15449713,-0.17159477,0.00012285786,0.16864729,0.1067921,1074.5629
6,-0.015503847,-0.07140599,-0.0939886,-1.77386e-05,0.07673514,-0.1176861,1074.5629
7,-0.033058908,0.022919646,0.08322816,0.00032329455,0.24975765,0.057307668,1074.5629
8,-0.054784477,0.100830294,0.16789527,0.00035730583,0.26428765,-0.12647237,1074.5629
9,-0.06904809,0.14750199,0.2262077,4.618788e-05,0.11019579,0.013898247,1074.5629
10,-0.07154645,0.16449897,0.33837378,2.2299355e-06,0.16338716,-0.05951938,1074.5629
11,-0.06319531,0.16444261,0.38114944,0.00021978957,0.17941926,0.00010974705,1074.5629
12,-0.047110256,0.16261867,0.42966035,0.00024269834,0.18778321,-0.061285842,1074.5629
13,-0.027395448,0.16915981,0.381221,2.873591e-05,0.0978335,0.052973084,1074.5629
14,-0.00703842,0.18511955,0.36044735,1.0152232e-05,0.07956494,0.011302182,1074.5629
15,0.013258954,0.20396878,0.30315033,-1.50749875e-05,0.1333225,0.027309867,1074.5629
16,0.03375245,0.216248,0.24648039,1.7070113e-05,0.11496202,0.005004378,1074.5629
17,0.05440839,0.21425912,0.1681226,0.00015170398,0.10667957,0.03699449,1074.5629
18,0.0742488,0.1946582,0.09247977,9.357676e-05,0.16782947,0.0012841217,1074.5629
19,0.091019735,0.15880504,-0.16103649,0.0001731502,0.1809458,0.051604345,1074.5629
20,0.10066574,0.11162076,-0.43939894,0.00020254723,0.18762186,-0.017724236,1074.5629
21,0.09660124,0.059622873,-0.50375646,-1.1600568e-05,0.24887477,0.0815311,1074.5629
22,0.07541447,0.008776895,-0.573656,0.00016495628,0.19642319,-0.026850654,1074.5629
23,0.03976685,-0.037032124,-0.52390003,8.4413856e-05,0.22146234,0.057713766,1074.5629
24,-0.0035057615,-0.076281264,-0.53655034,0.00017633138,0.20087849,-0.07489711,1074.5629
25,-0.047022376,-0.10902107,-0.38512868,2.6025973e-05,0.11921852,-0.0074673686,1074.5629
26,-0.08865824,-0.13572459,0.0005852939,6.9702044e-05,0.10365567,-0.06224768,1074.5629
27,-0.1291785,-0.15651321,0.28437617,3.0492125e-05,0.040460143,-0.021862017,1074.5629
28,-0.15461434,-0.17102522,0.32457688,-2.0226575e-05,0.06477041,-0.045980264,1074.5629
