,action_0,action_1,action_2,cumulative_reward
0,0.7615942,-0.0,-0.0,1052.2842
1,0.7615942,-0.013399673,-0.013399673,1052.2842
2,0.7615942,-0.019392142,-0.019392142,1052.2842
3,0.7615942,-0.009705713,-0.009705713,1052.2842
4,0.7615942,-0.008679409,-0.008679409,1052.2842
5,0.7615942,-0.0114168525,-0.0114168525,1052.2842
6,0.7615942,-0.0022266435,-0.0022266435,1052.2842
7,0.7615942,-0.004800597,-0.004800597,1052.2842
8,0.7615942,-0.007849818,-0.007849818,1052.2842
9,0.7615942,0.004031575,0.004031575,1052.2842
10,0.7615942,0.0010162701,0.0010162701,1052.2842
11,0.7615942,-0.0030443491,-0.0030443491,1052.2842
12,0.7615942,0.009162392,0.009162392,1052.2842
13,0.7615942,0.0048688306,0.0048688306,1052.2842
14,0.7615942,0.00011571458,0.00011571458,1052.2842
15,0.7615942,0.012617084,0.012617084,1052.2842
16,0.7615942,0.006543677,0.006543677,1052.2842
17,0.7615942,0.00020056199,0.00020056199,1052.2842
18,0.7615942,0.010612221,0.010612221,1052.2842
19,0.7615942,0.003264827,0.003264827,1052.2842
20,0.7615942,-0.0036919871,-0.0036919871,1052.2842
21,0.7615942,0.005250521,0.005250521,1052.2842
22,0.7615942,-0.0004601948,-0.0004601948,1052.2842
23,0.7615942,-0.0049932194,-0.0049932194,1052.2842
24,0.7615942,0.0076544615,0.0076544615,1052.2842
25,0.7615942,0.005001267,0.005001267,1052.2842
26,0.7615942,0.0024546594,0.0024546594,1052.2842
27,0.7615942,0.020163374,0.020163374,1052.2842
28,0.7615942,0.016871963,0.016871963,1052.2842
29,0.7615942,0.010737407,0.010737407,1052.2842
30,0.7615942,0.024542028,0.024542028,1052.2842
31,0.7615942,0.011749529,0.011749529,1052.2842
32,0.7615942,0.002629506,0.002629506,1052.2842
33,0.7615942,0.011666588,0.011666588,1052.2842
34,0.7615942,0.004126754,0.004126754,1052.2842
35,0.7615942,-0.0020777034,-0.0020777034,1052.2842
36,0.7615942,0.009201634,0.009201634,1052.2842
