,action_0,action_1,cumulative_reward
0,-0.0331561,0.60477054,95.91074
1,-0.013888895,0.65387106,95.91074
2,0.033469178,0.7371035,95.91074
3,0.09589747,0.79546136,95.91074
4,0.16808699,0.82435715,95.91074
5,0.24543707,0.8252311,95.91074
6,0.32354388,0.79263455,95.91074
7,0.39831927,0.7045017,95.91074
8,0.46573213,0.50599277,95.91074
9,0.52090406,0.10824306,95.91074
10,0.5567099,-0.4576073,95.91074
11,0.56464857,-0.85392314,95.91074
12,0.54131335,-0.9744755,95.91074
13,0.4912787,-0.9959477,95.91074
14,0.42167225,-0.99927396,95.91074
15,0.33773115,-0.99984,95.91074
16,0.24312522,-0.9999556,95.91074
17,0.14100517,-0.9999843,95.91074
18,0.03445113,-0.99999285,95.91074
19,-0.07349624,-0.9999957,95.91074
20,-0.17997761,-0.9999967,95.91074
21,-0.28248495,-0.9999968,95.91074
22,-0.37899226,-0.99999595,95.91074
23,-0.4680208,-0.9999934,95.91074
24,-0.5486398,-0.99998635,95.91074
25,-0.62042165,-0.99996465,95.91074
26,-0.68336374,-0.9998886,95.91074
27,-0.7377962,-0.99957633,95.91074
28,-0.7842862,-0.99810517,95.91074
29,-0.82354325,-0.9902399,95.91074
30,-0.85630774,-0.944046,95.91074
31,-0.8831101,-0.68003833,95.91074
32,-0.90339035,0.19733176,95.91074
33,-0.9141918,0.88685983,95.91074
34,-0.9142151,0.99271923,95.91074
35,-0.9056063,0.9996,95.91074
36,-0.89060366,0.99997526,95.91074
37,-0.8697305,0.9999981,95.91074
38,-0.8426214,1.0,95.91074
39,-0.8085365,1.0,95.91074
40,-0.7665928,1.0,95.91074
41,-0.71591,1.0,95.91074
42,-0.6557498,1.0,95.91074
43,-0.58566034,1.0,95.91074
44,-0.50562006,1.0,95.91074
45,-0.41615877,1.0,95.91074
46,-0.31842196,1.0,95.91074
47,-0.21415105,1.0,95.91074
48,-0.105572134,1.0,95.91074
49,0.004792579,1.0,95.91074
50,0.114354454,1.0,95.91074
51,0.22068311,1.0,95.91074
52,0.321688,1.0,95.91074
53,0.41573223,1.0,95.91074
54,0.50168175,1.0,95.91074
55,0.57889503,1.0,95.91074
56,0.64717203,1.0,95.91074
57,0.70667976,1.0,95.91074
58,0.7578657,1.0,95.91074
59,0.8013735,1.0,95.91074
60,0.837964,1.0,95.91074
61,0.86844945,1.0,95.91074
62,0.8936413,1.0,95.91074
63,0.9143122,1.0,95.91074
64,0.9311721,1.0,95.91074
65,0.9429208,0.9999997,95.91074
66,0.93799233,0.9999909,95.91074
67,0.9418886,0.9999133,95.91074
68,0.94023734,0.9988191,95.91074
69,0.94056106,0.9876155,95.91074
70,0.94075143,0.8826108,95.91074
71,0.94086206,0.244777,95.91074
72,0.9408412,-0.70860827,95.91074
73,0.9401303,-0.966896,95.91074
74,0.93431735,-0.9975574,95.91074
75,0.92354167,-0.999833,95.91074
76,0.90830684,-0.99998754,95.91074
77,0.88835186,-0.99999905,95.91074
78,0.863025,-1.0,95.91074
79,0.83147156,-1.0,95.91074
80,0.7927394,-1.0,95.91074
81,0.7458682,-1.0,95.91074
82,0.6899959,-1.0,95.91074
83,0.6244847,-1.0,95.91074
84,0.54906285,-1.0,95.91074
85,0.46395627,-1.0,95.91074
86,0.36998382,-1.0,95.91074
87,0.26858225,-1.0,95.91074
88,0.16174088,-1.0,95.91074
89,0.051848806,-1.0,95.91074
90,-0.04496022,-1.0,95.91074
91,-0.15025178,-1.0,95.91074
92,-0.25801495,-1.0,95.91074
93,-0.36004514,-1.0,95.91074
94,-0.4534286,-1.0,95.91074
95,-0.53724056,-1.0,95.91074
96,-0.6113639,-1.0,95.91074
97,-0.67607665,-1.0,95.91074
98,-0.73189825,-1.0,95.91074
99,-0.77951133,-1.0,95.91074
100,-0.8197033,-1.0,95.91074
101,-0.8533113,-1.0,95.91074
102,-0.8811782,-1.0,95.91074
103,-0.90411437,-1.0,95.91074
104,-0.92287236,-1.0,95.91074
105,-0.93813026,-1.0,95.91074
106,-0.9394317,-0.99999744,95.91074
107,-0.939677,-0.99996406,95.91074
108,-0.9403745,-0.9995622,95.91074
109,-0.9410345,-0.9954129,95.91074
110,-0.94093853,-0.95297796,95.91074
111,-0.9408158,-0.6098488,95.91074
112,-0.9408763,0.40180683,95.91074
113,-0.9397188,0.9218227,95.91074
114,-0.93439054,0.99384254,95.91074
115,-0.9240798,0.9995719,95.91074
116,-0.9092181,0.9999682,95.91074
117,-0.8896249,0.9999974,95.91074
118,-0.8646912,0.9999998,95.91074
119,-0.83358276,1.0,95.91074
120,-0.79535556,1.0,95.91074
121,-0.74904984,1.0,95.91074
122,-0.6937949,1.0,95.91074
123,-0.62893534,1.0,95.91074
124,-0.5541714,1.0,95.91074
125,-0.46969298,1.0,95.91074
126,-0.37627783,1.0,95.91074
127,-0.27532172,1.0,95.91074
128,-0.16878052,1.0,95.91074
129,-0.059022088,1.0,95.91074
130,0.05138435,1.0,95.91074
131,0.15971234,1.0,95.91074
132,0.26003343,1.0,95.91074
133,0.3584289,1.0,95.91074
134,0.45033333,1.0,95.91074
135,0.53367484,1.0,95.91074
136,0.60781664,1.0,95.91074
137,0.67278236,1.0,95.91074
138,0.7289595,1.0,95.91074
