,action_0,action_1,cumulative_reward
0,-0.044433057,0.7350522,95.41436
1,-0.019239474,0.7807506,95.41436
2,0.038615644,0.8468926,95.41436
3,0.11252164,0.88763684,95.41436
4,0.19507143,0.90505636,95.41436
5,0.2807595,0.90311956,95.41436
6,0.36513534,0.8780362,95.41436
7,0.4446113,0.81057465,95.41436
8,0.5160286,0.64683104,95.41436
9,0.57570434,0.27439988,95.41436
10,0.61777496,-0.3458068,95.41436
11,0.6340358,-0.83053356,95.41436
12,0.62031704,-0.974521,95.41436
13,0.5805276,-0.9967133,95.41436
14,0.5213819,-0.9995309,95.41436
15,0.4474157,-0.9999187,95.41436
16,0.36144704,-0.9999824,95.41436
17,0.26584455,-0.9999952,95.41436
18,0.1631061,-0.99999833,95.41436
19,0.055969555,-0.9999993,95.41436
20,-0.052706234,-0.99999964,95.41436
21,-0.16014333,-0.9999997,95.41436
22,-0.26384783,-0.99999976,95.41436
23,-0.36176223,-0.9999997,95.41436
24,-0.45235005,-0.99999946,95.41436
25,-0.5346122,-0.9999989,95.41436
26,-0.60805273,-0.9999974,95.41436
27,-0.6726096,-0.99999195,95.41436
28,-0.7285663,-0.9999702,95.41436
29,-0.7764599,-0.9998707,95.41436
30,-0.81699216,-0.9993472,95.41436
31,-0.8509505,-0.9962557,95.41436
32,-0.8791331,-0.976215,95.41436
33,-0.90223205,-0.8429103,95.41436
34,-0.92041874,-0.19150287,95.41436
35,-0.9320688,0.75066876,95.41436
36,-0.9352109,0.9819767,95.41436
37,-0.9308052,0.99906653,95.41436
38,-0.92099124,0.9999486,95.41436
39,-0.9065439,0.9999966,95.41436
40,-0.8872859,0.9999998,95.41436
41,-0.8626077,1.0,95.41436
42,-0.8316817,1.0,95.41436
43,-0.7935721,1.0,95.41436
44,-0.74732625,1.0,95.41436
45,-0.69208163,1.0,95.41436
46,-0.6271917,1.0,95.41436
47,-0.552368,1.0,95.41436
48,-0.46781352,1.0,95.41436
49,-0.3743204,1.0,95.41436
50,-0.2733001,1.0,95.41436
51,-0.18108244,1.0,95.41436
52,-0.08608745,1.0,95.41436
53,0.027841203,1.0,95.41436
54,0.1434725,1.0,95.41436
55,0.25394997,1.0,95.41436
56,0.35649514,1.0,95.41436
57,0.44994858,1.0,95.41436
58,0.53386676,1.0,95.41436
59,0.6082086,1.0,95.41436
60,0.6732222,1.0,95.41436
61,0.7293836,1.0,95.41436
62,0.77734154,1.0,95.41436
63,0.81786114,1.0,95.41436
64,0.85176766,1.0,95.41436
65,0.8798981,1.0,95.41436
66,0.90306187,1.0,95.41436
67,0.9220126,1.0,95.41436
68,0.937432,1.0,95.41436
69,0.9396404,0.9999987,95.41436
70,0.9389206,0.9999817,95.41436
71,0.9406566,0.9997935,95.41436
72,0.94134325,0.99784493,95.41436
73,0.9411124,0.97716117,95.41436
74,0.94087034,0.7881624,95.41436
75,0.940891,-0.07128853,95.41436
76,0.94061446,-0.83778083,95.41436
77,0.9371651,-0.9855594,95.41436
78,0.92856604,-0.9989925,95.41436
79,0.9153504,-0.9999278,95.41436
80,0.8975521,-0.9999943,95.41436
81,0.87468004,-0.9999996,95.41436
82,0.84596217,-1.0,95.41436
83,0.8104822,-1.0,95.41436
84,0.767273,-1.0,95.41436
85,0.71541667,-1.0,95.41436
86,0.65416104,-1.0,95.41436
87,0.5830582,-1.0,95.41436
88,0.502103,-1.0,95.41436
89,0.41184878,-1.0,95.41436
90,0.31346577,-1.0,95.41436
91,0.2087168,-1.0,95.41436
92,0.099841096,-1.0,95.41436
93,-0.010638621,-1.0,95.41436
94,-0.113020524,-1.0,95.41436
95,-0.21516329,-1.0,95.41436
96,-0.31805938,-1.0,95.41436
97,-0.4146057,-1.0,95.41436
98,-0.5023318,-1.0,95.41436
99,-0.5805296,-1.0,95.41436
100,-0.64922327,-1.0,95.41436
101,-0.7088005,-1.0,95.41436
102,-0.7598674,-1.0,95.41436
103,-0.80316716,-1.0,95.41436
104,-0.83951944,-1.0,95.41436
105,-0.86976874,-1.0,95.41436
106,-0.8947428,-1.0,95.41436
107,-0.9152212,-1.0,95.41436
108,-0.9319159,-1.0,95.41436
109,-0.9426857,-0.9999995,95.41436
110,-0.9384621,-0.99998516,95.41436
111,-0.9416088,-0.999848,95.41436
112,-0.9409855,-0.9981464,95.41436
113,-0.9409254,-0.9801362,95.41436
114,-0.94089776,-0.8148759,95.41436
115,-0.9408436,0.0026756534,95.41436
116,-0.94063187,0.8152126,95.41436
117,-0.9375221,0.9830582,95.41436
118,-0.929239,0.99881357,95.41436
119,-0.9163123,0.9999155,95.41436
120,-0.8988205,0.9999933,95.41436
121,-0.8762983,0.9999995,95.41436
122,-0.84798795,1.0,95.41436
123,-0.8129801,1.0,95.41436
124,-0.77030927,1.0,95.41436
125,-0.7190511,1.0,95.41436
126,-0.65843964,1.0,95.41436
127,-0.5880024,1.0,95.41436
128,-0.50770056,1.0,95.41436
129,-0.41804734,1.0,95.41436
130,-0.32017028,1.0,95.41436
131,-0.21579398,1.0,95.41436
132,-0.10712941,1.0,95.41436
133,0.0033134657,1.0,95.41436
134,0.11295565,1.0,95.41436
135,0.21834677,1.0,95.41436
136,0.31784987,1.0,95.41436
137,0.41242716,1.0,95.41436
138,0.4991958,1.0,95.41436
139,0.5770798,1.0,95.41436
140,0.64583486,1.0,95.41436
141,0.70567274,1.0,95.41436
142,0.7570904,1.0,95.41436
143,0.8007658,1.0,95.41436
144,0.8374823,1.0,95.41436
145,0.8680651,1.0,95.41436
146,0.89333385,1.0,95.41436
147,0.9140662,1.0,95.41436
148,0.9309752,1.0,95.41436
149,0.9429151,1.0,95.41436
150,0.9381311,0.99999434,95.41436
151,0.9417646,0.9999465,95.41436
152,0.9409039,0.9993153,95.41436
153,0.9410288,0.992701,95.41436
154,0.940927,0.9275953,95.41436
155,0.9409237,0.460694,95.41436
156,0.94089806,-0.5625873,95.41436
157,0.9395283,-0.9487506,95.41436
158,0.93347925,-0.9961452,95.41436
159,0.92253506,-0.99973226,95.41436
160,0.9070731,-0.99998,95.41436
161,0.8868303,-0.9999982,95.41436
162,0.8611538,-1.0,95.41436
163,0.829187,-1.0,95.41436
164,0.78997695,-1.0,95.41436
165,0.74256796,-1.0,95.41436
166,0.6861084,-1.0,95.41436
167,0.6199799,-1.0,95.41436
168,0.5439383,-1.0,95.41436
169,0.45824483,-1.0,95.41436
170,0.36375725,-1.0,95.41436
171,0.26195017,-1.0,95.41436
172,0.15484339,-1.0,95.41436
173,0.04484461,-1.0,95.41436
174,-0.06479138,-1.0,95.41436
175,-0.16304047,-1.0,95.41436
176,-0.26698342,-1.0,95.41436
177,-0.36720887,-1.0,95.41436
178,-0.45951188,-1.0,95.41436
179,-0.54251206,-1.0,95.41436
180,-0.6159387,-1.0,95.41436
181,-0.6800227,-1.0,95.41436
182,-0.73527217,-1.0,95.41436
183,-0.782369,-1.0,95.41436
184,-0.8221013,-1.0,95.41436
185,-0.8553065,-1.0,95.41436
186,-0.8828255,-1.0,95.41436
187,-0.90546507,-1.0,95.41436
188,-0.92397344,-1.0,95.41436
189,-0.9390234,-1.0,95.41436
190,-0.9391833,-0.9999964,95.41436
191,-0.9403002,-0.9999541,95.41436
192,-0.9401357,-0.99940586,95.41436
193,-0.9409861,-0.993919,95.41436
194,-0.9409036,-0.93835866,95.41436
195,-0.94081944,-0.5169563,95.41436
196,-0.9408845,0.50891495,95.41436
197,-0.9398965,0.9391394,95.41436
198,-0.93435067,0.99533546,95.41436
199,-0.9238436,0.9996778,95.41436
200,-0.90882415,0.999976,95.41436
201,-0.8890781,0.99999803,95.41436
202,-0.86397916,1.0,95.41436
203,-0.8326847,1.0,95.41436
204,-0.79424775,1.0,95.41436
205,-0.7477091,1.0,95.41436
206,-0.6922015,1.0,95.41436
207,-0.6270773,1.0,95.41436
208,-0.5520477,1.0,95.41436
209,-0.4673171,1.0,95.41436
210,-0.37367946,1.0,95.41436
211,-0.27254668,1.0,95.41436
212,-0.16588785,1.0,95.41436
213,-0.0560783,1.0,95.41436
214,0.054310657,1.0,95.41436
215,0.16228902,1.0,95.41436
216,0.26251325,1.0,95.41436
217,0.36092493,1.0,95.41436
218,0.45266053,1.0,95.41436
219,0.5357729,1.0,95.41436
220,0.60967064,1.0,95.41436
221,0.6743966,1.0,95.41436
222,0.73034745,1.0,95.41436
223,0.77813923,1.0,95.41436
224,0.8185223,1.0,95.41436
225,0.8523145,1.0,95.41436
226,0.8803488,1.0,95.41436
227,0.9034318,1.0,95.41436
228,0.92231536,1.0,95.41436
229,0.93767864,1.0,95.41436
230,0.9396078,0.9999987,95.41436
231,0.9393938,0.9999816,95.41436
232,0.9403958,0.9997794,95.41436
233,0.94131154,0.9977462,95.41436
234,0.9410607,0.976124,95.41436
235,0.94088066,0.78144115,95.41436
236,0.94087744,-0.088571094,95.41436
237,0.9406418,-0.8422849,95.41436
238,0.9371538,-0.9860329,95.41436
239,0.92851496,-0.999027,95.41436
240,0.9152671,-0.9999302,95.41436
241,0.8974381,-0.9999944,95.41436
242,0.8745326,-0.9999995,95.41436
243,0.84577763,-1.0,95.41436
244,0.8102556,-1.0,95.41436
245,0.76699996,-1.0,95.41436
246,0.71509266,-1.0,95.41436
247,0.6537838,-1.0,95.41436
248,0.5826266,-1.0,95.41436
249,0.5016192,-1.0,95.41436
250,0.4113175,-1.0,95.41436
251,0.31289506,-1.0,95.41436
252,0.20811783,-1.0,95.41436
253,0.0992266,-1.0,95.41436
254,-0.011254748,-1.0,95.41436
255,-0.11291064,-1.0,95.41436
256,-0.21554492,-1.0,95.41436
257,-0.31856996,-1.0,95.41436
258,-0.41511708,-1.0,95.41436
259,-0.50280356,-1.0,95.41436
260,-0.5809511,-1.0,95.41436
261,-0.64959294,-1.0,95.41436
262,-0.70912063,-1.0,95.41436
263,-0.7601415,-1.0,95.41436
264,-0.8033993,-1.0,95.41436
265,-0.8397138,-1.0,95.41436
266,-0.86992997,-1.0,95.41436
267,-0.8948752,-1.0,95.41436
268,-0.9153293,-1.0,95.41436
269,-0.9320034,-1.0,95.41436
270,-0.94266254,-0.9999994,95.41436
271,-0.93839836,-0.99998486,95.41436
