,action_0,action_1,action_2,action_3,action_4,action_5,cumulative_reward
0,0.003508253,0.0009999996,-0.0,0.0009999996,0.09966799,0.003508253,1013.2708
1,0.0022351253,0.007320052,0.0026521913,0.007320052,0.09966799,0.0022351253,1013.2708
2,0.0018212065,0.010853404,-0.000713487,0.010853404,0.09966799,0.0018212065,1013.2708
3,0.0024978158,0.03175295,-0.043542672,0.03175295,0.09966799,0.0024978158,1013.2708
4,0.0028132345,0.04512162,-0.083537884,0.04512162,0.09966799,0.0028132345,1013.2708
5,0.002378802,0.053342864,-0.12859958,0.053342864,0.09966799,0.002378802,1013.2708
6,0.0011325069,0.074341856,-0.16758582,0.074341856,0.09966799,0.0011325069,1013.2708
7,-0.0005725388,0.11074836,-0.09965702,0.11074836,0.09966799,-0.0005725388,1013.2708
8,-0.0017056136,0.06378656,-0.038475398,0.06378656,0.09966799,-0.0017056136,1013.2708
9,-0.0013356014,0.1085352,0.08578676,0.1085352,0.09966799,-0.0013356014,1013.2708
10,4.944015e-05,0.099257946,0.31050813,0.099257946,0.09966799,4.944015e-05,1013.2708
11,0.0030813299,0.0028134473,0.503706,0.0028134473,0.09966799,0.0030813299,1013.2708
12,0.008977072,0.010484348,0.41632015,0.010484348,0.09966799,0.008977072,1013.2708
13,0.017061753,0.015086838,0.27336317,0.015086838,0.09966799,0.017061753,1013.2708
14,0.02547473,0.004225231,0.07266727,0.004225231,0.09966799,0.02547473,1013.2708
15,0.032383673,0.015168039,-0.11871506,0.015168039,0.09966799,0.032383673,1013.2708
16,0.036367975,0.003535262,-0.2582932,0.003535262,0.09966799,0.036367975,1013.2708
17,0.036827844,0.012214302,-0.37721714,0.012214302,0.09966799,0.036827844,1013.2708
18,0.033828404,0.020956816,-0.30146238,0.020956816,0.09966799,0.033828404,1013.2708
19,0.028323961,0.062077556,-0.1550934,0.062077556,0.09966799,0.028323961,1013.2708
20,0.02224459,0.03135046,0.051754937,0.03135046,0.09966799,0.02224459,1013.2708
21,0.017855717,0.007570804,0.25475952,0.007570804,0.09966799,0.017855717,1013.2708
22,0.017403902,0.04516932,0.3492845,0.04516932,0.09966799,0.017403902,1013.2708
23,0.020074341,0.03702388,0.4427567,0.03702388,0.09966799,0.020074341,1013.2708
24,0.02502005,0.027767777,0.40561113,0.027767777,0.09966799,0.02502005,1013.2708
25,0.031704027,0.061431114,0.20506994,0.061431114,0.09966799,0.031704027,1013.2708
26,0.038303997,0.10292892,-0.07035924,0.10292892,0.09966799,0.038303997,1013.2708
27,0.0423109,0.15473011,-0.3830308,0.15473011,0.09966799,0.0423109,1013.2708
28,0.041605406,0.22557017,-0.740499,0.22557017,0.09966799,0.041605406,1013.2708
29,0.034467425,0.15931004,-0.7314533,0.15931004,0.09966799,0.034467425,1013.2708
30,0.021729408,0.0047379658,-0.76031893,0.0047379658,0.09966799,0.021729408,1013.2708
31,0.008800987,0.15716885,-0.45368496,0.15716885,0.09966799,0.008800987,1013.2708
32,-0.001918269,0.31836757,-0.0045087733,0.31836757,0.09966799,-0.001918269,1013.2708
33,-0.009461152,0.3565895,0.45347655,0.3565895,0.09966799,-0.009461152,1013.2708
34,-0.012304452,0.16946156,0.81216145,0.16946156,0.09966799,-0.012304452,1013.2708
35,-0.008472081,0.0010021377,0.7424863,0.0010021377,0.09966799,-0.008472081,1013.2708
36,0.0024544992,0.024991129,0.51659805,0.024991129,0.09966799,0.0024544992,1013.2708
37,0.016738629,0.04369527,0.13870807,0.04369527,0.09966799,0.016738629,1013.2708
38,0.029430581,0.014795649,-0.24425998,0.014795649,0.09966799,0.029430581,1013.2708
39,0.03621721,0.0010208333,-0.48081335,0.0010208333,0.09966799,0.03621721,1013.2708
40,0.036560614,0.019956872,-0.5670711,0.019956872,0.09966799,0.036560614,1013.2708
41,0.031204745,0.06573665,-0.54437697,0.06573665,0.09966799,0.031204745,1013.2708
42,0.021838859,0.14123093,-0.43537694,0.14123093,0.09966799,0.021838859,1013.2708
43,0.0104339635,0.2396915,-0.26639822,0.2396915,0.09966799,0.0104339635,1013.2708
44,-0.00022902462,0.30901656,-0.060910773,0.30901656,0.09966799,-0.00022902462,1013.2708
45,-0.0064751403,0.027806949,0.1239586,0.027806949,0.09966799,-0.0064751403,1013.2708
46,-0.0075438498,0.27070296,0.40852073,0.27070296,0.09966799,-0.0075438498,1013.2708
47,-0.0043407264,0.08570017,0.7394863,0.08570017,0.09966799,-0.0043407264,1013.2708
48,0.003099971,0.039737906,0.68307096,0.039737906,0.09966799,0.003099971,1013.2708
49,0.015092585,0.07241073,0.4595982,0.07241073,0.09966799,0.015092585,1013.2708
50,0.02742657,0.10690383,0.082442604,0.10690383,0.09966799,0.02742657,1013.2708
51,0.03709779,0.15251397,-0.3170348,0.15251397,0.09966799,0.03709779,1013.2708
52,0.041085362,0.21552463,-0.58591413,0.21552463,0.09966799,0.041085362,1013.2708
53,0.038114727,0.14637297,-0.7105294,0.14637297,0.09966799,0.038114727,1013.2708
54,0.029237665,0.03403306,-0.6900563,0.03403306,0.09966799,0.029237665,1013.2708
55,0.018983515,0.054013215,-0.5834904,0.054013215,0.09966799,0.018983515,1013.2708
56,0.0102037005,0.23930791,-0.13255614,0.23930791,0.09966799,0.0102037005,1013.2708
57,0.0030435377,0.36801013,0.37787855,0.36801013,0.09966799,0.0030435377,1013.2708
58,-0.0010289396,0.2640033,0.75745857,0.2640033,0.09966799,-0.0010289396,1013.2708
59,0.0006690842,0.0015815727,0.83714944,0.0015815727,0.09966799,0.0006690842,1013.2708
60,0.009953647,0.0014195808,0.6638231,0.0014195808,0.09966799,0.009953647,1013.2708
61,0.023801725,0.012842953,0.3193441,0.012842953,0.09966799,0.023801725,1013.2708
62,0.036709595,0.008655714,-0.11184398,0.008655714,0.09966799,0.036709595,1013.2708
63,0.04542882,0.005982852,-0.41382125,0.005982852,0.09966799,0.04542882,1013.2708
64,0.047759067,0.031593002,-0.5478698,0.031593002,0.09966799,0.047759067,1013.2708
65,0.04379278,0.08154508,-0.5704002,0.08154508,0.09966799,0.04379278,1013.2708
66,0.03497892,0.1580279,-0.523713,0.1580279,0.09966799,0.03497892,1013.2708
67,0.023129769,0.26025814,-0.44420165,0.26025814,0.09966799,0.023129769,1013.2708
68,0.009964044,0.3629739,-0.39068368,0.3629739,0.09966799,0.009964044,1013.2708
69,-0.0006380971,0.033165284,-0.13826068,0.033165284,0.09966799,-0.0006380971,1013.2708
70,-0.006804942,0.34210137,0.21260881,0.34210137,0.09966799,-0.006804942,1013.2708
71,-0.007843283,0.21278553,0.61955404,0.21278553,0.09966799,-0.007843283,1013.2708
72,-0.0044943765,0.010029087,0.8097108,0.010029087,0.09966799,-0.0044943765,1013.2708
73,0.0048250966,0.014486118,0.66318065,0.014486118,0.09966799,0.0048250966,1013.2708
74,0.01880273,0.022313893,0.39332125,0.022313893,0.09966799,0.01880273,1013.2708
75,0.032577276,0.027565967,-0.00806311,0.027565967,0.09966799,0.032577276,1013.2708
